-5.321928,-5.321928,-5.321928,1.596935,-5.321928,-5.321928,-5.321928,-5.321928,3.809929,-5.321928,-5.321928,-5.321928,-5.321928,1.336283,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,4.171927,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,0.608809,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.211402,-5.321928,-5.321928,-5.321928,-0.929611,-5.321928,-0.929611,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,1.017922,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-0.929611,-5.321928,3.004501,3.173927,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,4.131343,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,1.017922,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-0.929611,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.249825
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,2.590961,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,3.757557,-5.321928,-5.321928
-5.321928,-5.321928,4.131343,1.017922,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
1.336283,-5.321928,1.596935,3.173927,-5.321928,-5.321928,-5.321928,0.035624,-5.321928,-0.929611,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-0.929611,1.017922,0.035624,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.287251,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.287251,-5.321928,-5.321928,-5.321928,-5.321928
-0.929611,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,3.809929,-5.321928,-5.321928,1.017922,-5.321928,-5.321928,-5.321928,-5.321928,1.596935,-5.321928,-5.321928,-5.321928
2.465974,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,3.809929,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,3.587965,-5.321928,2.911692,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,1.596935,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,3.395748,2.590961,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,2.590961,-5.321928,2.590961,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,2.911692,-5.321928,-5.321928
-5.321928,-5.321928,4.287251,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-0.929611,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.249825,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,2.911692,3.587965,-5.321928,-5.321928,-5.321928
-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,4.287251,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
-5.321928,4.287251,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928,-5.321928
